neo_alpha,neo_beta,modern_alpha,modern_beta,tech_alpha,tech_beta,brutal_alpha,brutal_beta,bio_alpha,bio_beta,park_alpha,park_beta
1.0219440413701749e-06,6.525356483178288e-07,8.289516844376552e-07,3.4145270576283194e-07,6.71142128445102e-07,4.551042648962232e-07,8.008203055631412e-07,4.0341371054710747e-07,9.219934686470796e-07,4.378099511473149e-07,4.527719561316739e-07,5.157201305780137e-07
8.165232826015663e-07,3.733883618294926e-07,7.61864618809707e-07,3.617440212695012e-07,1.043384462267457e-06,4.110208725256202e-07,1.043384462267457e-06,4.110208725256202e-07,1.043384462267457e-06,4.110208725256202e-07,7.574059056683604e-07,4.1918408607316096e-07
8.648791683037147e-07,4.418648648280006e-07,9.58564412780328e-07,3.44502569489535e-07,9.072794517963775e-07,3.268250623432618e-07,9.65938236778464e-07,3.479762625395384e-07,9.599250908902e-07,4.0619876114267484e-07,8.98891803662126e-07,3.5342936718168427e-07
5.09659121410837e-07,3.012913655654198e-07,9.659256577988788e-07,3.004703729135398e-07,5.09659121410837e-07,3.012913655654198e-07,6.939260704440744e-07,3.063493669068121e-07,6.650889187012987e-07,3.059699568419938e-07,7.790206492806789e-07,3.466769922025032e-07
1.224052192875313e-06,3.678563811584667e-07,7.538435574486756e-07,3.3047830249913175e-07,7.463733048982469e-07,5.182669556120931e-07,9.46648473089612e-07,3.783831389058972e-07,9.84077517316635e-07,4.0470646451225706e-07,7.001588152369944e-07,4.370968963206715e-07
2.0965219258390158e-06,4.7022609471752014e-07,1.6108131315693868e-06,4.07321248356399e-07,1.7560513238581394e-06,4.509653829837096e-07,1.2088741437575476e-06,3.6759626890060497e-07,2.0533847287864466e-06,5.632343701976515e-07,2.1497421807569638e-06,5.327190897865362e-07
9.958337060558704e-07,5.259683631255863e-07,1.1201021371493183e-06,5.793707971911559e-07,1.1199187656814055e-06,4.082581229706105e-07,1.0273748771224224e-06,4.648219633611943e-07,1.0438545434912736e-06,4.1926803105403633e-07,1.6469951468122583e-06,5.815596489124397e-07
1.7902373771524784e-06,3.71036741178622e-07,1.2119727287477738e-06,3.528817531216897e-07,1.039449030265344e-06,2.6735695959504934e-07,1.3171085518491874e-06,6.2075296892721e-07,1.2119727287477738e-06,3.528817531216897e-07,2.1142707368610445e-06,3.9851868623329055e-07
8.856550926526179e-07,7.888867295567251e-07,1.7774765931106335e-06,8.900859179288864e-07,7.169040043779639e-07,8.407704508828503e-07,1.4455702822991343e-06,1.1255232226037784e-06,8.891215774497728e-07,1.7527293865981053e-06,1.042816048766516e-06,1.279458431262804e-06
1.174039485065351e-06,5.569774277846569e-07,8.145703833221635e-07,4.6408631815953326e-07,8.557431183108789e-07,4.963027915901558e-07,1.1988206225283145e-06,5.460310178288969e-07,6.787887516880889e-07,4.3917012996744146e-07,8.003768863244571e-07,4.892325601675397e-07
1.0102188153289809e-06,4.607203061758766e-07,7.055091397821909e-07,3.587141772345796e-07,1.4805674424206178e-06,5.349987703339802e-07,8.686183274177119e-07,5.317502448497559e-07,8.428924111025793e-07,3.89637979586002e-07,1.2472371404933145e-06,3.854885071580437e-07
1.1339708136537137e-06,3.254690412436444e-07,1.1078090418217641e-06,4.060136659850123e-07,8.739156660843412e-07,4.913618437885751e-07,1.3252105317546272e-06,4.366478992391199e-07,1.3252105317546272e-06,4.366478992391199e-07,1.489171938582422e-06,4.6440629079683365e-07
6.240011960315225e-07,2.8594219704062694e-07,5.940702838957471e-07,4.702012802658343e-07,1.1104381794579582e-06,1.389610283154425e-06,6.255353702148741e-07,3.4667383968484554e-07,6.348679277967583e-07,3.4640806534850806e-07,1.0338661341396966e-06,5.658710038506283e-07
8.872819424102539e-07,4.4824093873754643e-07,1.3228180930516488e-06,8.560665946933651e-07,8.640129644065593e-07,5.969833996169586e-07,4.998486548096987e-07,6.742634833679225e-07,6.666727252408626e-07,4.576407226495806e-07,7.131066130012738e-07,7.913378012434545e-07
1.1710889727461394e-06,2.0519566507066236e-07,8.878880487294188e-07,3.3549682990512484e-07,9.608005116371844e-07,3.2071622809141434e-07,7.78586025212228e-07,3.2119567602272026e-07,9.917500809071707e-07,5.274507483789865e-07,6.782139767796548e-07,5.27985245039717e-07
7.07670412354433e-07,3.147782134785113e-07,6.925124826268734e-07,3.3044260906186657e-07,6.851063374080932e-07,4.2325330097471013e-07,8.488098749526625e-07,2.861265427034333e-07,7.369207171635744e-07,3.7105389900716467e-07,7.600229710324476e-07,2.621316161212143e-07
7.152607679813358e-07,2.4702412680386315e-07,7.180630553322675e-07,4.5858547080972645e-07,7.152607679813358e-07,2.4702412680386315e-07,6.319634781265699e-07,5.086807675756839e-07,9.614333027276503e-07,3.7768097084432393e-07,7.216526349198679e-07,3.7444208560390247e-07
8.93515264970086e-07,3.598648115617388e-07,8.530977300932967e-07,4.0128641611694813e-07,1.4737041086133004e-06,8.775844095689841e-07,6.783905974866212e-07,4.755646147030483e-07,8.073714417243591e-07,4.871376440937983e-07,1.6690872883285534e-06,4.3170151420733405e-07
1.360271519688433e-06,3.4460019278603425e-07,9.484515777118344e-07,5.581919702744782e-07,1.600921154505272e-06,5.139729019307014e-07,1.3405771677369862e-06,4.0399925177183866e-07,1.2215368368842686e-06,6.342885408569178e-07,1.2511120558130802e-06,3.92607437960252e-07
1.042708243917262e-06,3.003166901752574e-07,1.2077257509074212e-06,5.434621245786027e-07,1.3661006969898297e-06,6.717767234347719e-07,9.942228567419666e-07,3.023959917892745e-07,1.3663773793689825e-06,5.98051030405097e-07,1.042708243917262e-06,3.003166901752574e-07
9.635022366633077e-07,8.041357729078901e-07,8.386716930071744e-07,4.912636435056443e-07,7.499175604551188e-07,3.433119942761666e-07,7.722134634372257e-07,5.674425697723728e-07,8.263020939645798e-07,6.537707905673648e-07,7.997909966908687e-07,7.773748246943774e-07
1.869571076122824e-06,4.935756689478778e-07,1.8152755023774737e-06,5.241074706154057e-07,1.2564826198326504e-06,3.5321944611017965e-07,1.381162290435182e-06,4.704949682134353e-07,1.8583523817429932e-06,5.146385355638169e-07,1.5682322112162263e-06,5.235077733147815e-07
1.3279496412703496e-06,8.209738505593002e-07,1.3279496412703496e-06,8.209738505593002e-07,8.230822885743076e-07,5.05986872605513e-07,9.959344741421088e-07,5.877061305479199e-07,9.959344741421088e-07,5.877061305479199e-07,8.894619424545462e-07,5.661784148243959e-07
